anomaly,train,duration,mean,var,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff_var,gaps_squared
0,1,185,6.967145411827957,238.19755769149714,-1.4296845558940814,-0.1021904956909831,3,1,1,40,2.35588358145353,185
0,1,184,-3.4006216,209.32254182656862,-0.9771111583624026,-0.3765486249078455,1,1,1,44,0.9644726418815068,184
0,1,233,-1.4488028452991455,603.289004412856,-1.4895453009880302,0.015771578736965945,1,1,1,55,1.6012962324056477,233
0,1,185,-6.5236375967741935,250.08550452398302,-0.6905052180708893,-0.7442022222449439,2,1,1,27,1.8235065788138147,185
0,0,197,5.088012637373737,585.7931368347818,-0.730640219116145,-0.5972663331352034,1,1,1,43,2.053498038814643,197
1,1,206,3.251304879227055,837.5966271520164,-1.311804827357331,-0.09882215582433704,1,1,1,18,5.00259395646042,206
1,1,176,-1.8754152574850298,569.7570098170464,-1.2205775116636857,-0.2947699527317905,1,1,1,33,2.505382759431736,286
0,1,193,-3.7372765567010315,816.6443576989558,-1.475869375163819,-0.016484793208441227,1,1,1,45,3.1669332527812313,193
0,0,180,0.20111364640883958,772.7336865109866,-1.4546530767234753,-0.07037084188902616,1,1,1,39,2.5048518637017065,180
0,1,173,3.6013823879310354,511.93069245746227,-1.0730512326690205,-0.3433641113262409,1,1,1,45,2.5160701738773423,173
0,1,190,4.680034701570681,441.51578223804484,-1.2173432122520345,-0.19064202963958773,1,1,1,29,2.6514477129924963,190
1,1,190,3.63203292670157,396.90255818675723,-1.2363885717823315,-0.213262180631929,2,1,1,16,4.264999474465776,190
0,1,158,-4.313484075471697,97.43291080073391,-1.3936797186758505,0.004302102627924853,2,1,1,28,2.0130440020890226,158
1,1,194,2.892919692307692,212.81915687004408,-1.3743775799641453,-0.06971694706498631,2,2,1,4,3.1113724166566503,194
1,1,192,2.5781327461139893,254.57916237267497,-1.5101903294501011,-0.028232370272401244,1,1,1,27,1.3298934947435106,192
0,0,184,3.033028583783784,279.5995515021754,-1.4817374727215178,-0.05701385340908702,1,1,1,51,0.6821750112247421,184
1,1,172,-4.602417971098267,182.69593844508822,-1.2990520296010803,-0.10252381309968861,2,2,1,1,4.238231915108686,208
0,0,206,0.7758007211538462,631.1851535680609,-1.4288886955001552,-0.03520664609585233,1,1,1,58,0.8404117628554486,288
0,0,185,2.2981443924731173,482.8665429025704,-1.0283408368296694,-0.36938120144458275,1,1,1,54,0.7461330539423792,259
0,1,189,7.017154042105263,761.6527140263472,-1.073900513715334,-0.3149010869319036,1,1,1,58,1.0784858541917024,265
0,0,195,3.75917206122449,964.5156750499033,-1.4953999102641058,-0.05004057323650789,1,1,1,54,1.232642979089148,273
0,1,178,-3.8491299611111116,664.05611398153,-1.4956430025912681,-0.003686754541002325,1,1,1,48,1.086661011723246,248
0,1,183,-5.100298848648649,518.8734516159003,-1.4160961026825547,-0.06422845657799194,1,1,1,53,0.8803084129211661,255
0,1,183,2.671946816216216,492.773358818981,-1.4689595707856733,-0.0561836788134266,1,1,1,58,0.8981383545909288,253
0,1,170,3.1825768546511615,267.26509355641105,-1.0258049602082422,-0.42356975506290695,1,1,1,52,0.5422247932519426,234
1,1,182,2.8933920103825144,177.31739285995891,-1.104090427196581,-0.27353717106110254,1,1,1,44,0.5436368282674422,242
0,0,187,1.5482294946808512,235.33914099406084,-1.4463689695446542,-0.012974506391385381,1,1,1,61,0.5548524560768718,197
0,1,162,-4.105724748466258,93.05489476574432,-1.464308477871467,-0.025162626291475674,1,1,1,48,0.39829594881920993,162
1,1,190,0.5308426963350783,219.22667955327398,-1.2258996184457769,0.10341480495376772,1,1,1,13,2.330147984264058,190
0,0,188,2.7385835629629622,243.63128236749432,-1.4228862421816677,-0.07848381111238352,1,1,1,54,0.6157478321882545,188
0,1,180,3.4953664309392263,258.724168316271,-1.422588336770766,-0.07730366543877937,1,1,1,31,3.1433002442956948,180
0,1,180,-6.273053140331491,210.93718662050682,-1.379879082766834,0.01790079562677883,11,1,1,31,5.328779836742249,180
0,1,198,-1.0495236432160804,533.9947695131566,-1.3874609017024166,-0.10418896611294731,1,1,1,41,3.9133367299716206,202
0,1,182,1.7816113224043713,403.4177597538901,-0.8338558517755943,-0.4487887167373274,1,1,1,26,3.6082947542946746,182
1,1,177,0.6674827876404494,513.7744458321065,0.46347005317241585,-0.8369032610276441,2,1,1,2,69.62235263410452,177
1,0,192,2.7613645109890093,838.7918034430808,-1.4544127293462155,-0.1321786336700886,1,1,1,30,3.2987976919972284,304
1,1,165,-7.583311739759038,430.68742204816516,-1.44630117085463,0.020199035988236563,2,1,1,9,4.210050502464987,165
0,1,184,0.06311813999999981,782.1093261316576,-1.4898144084296103,-0.016411185042013804,1,1,1,47,1.477979682258526,184
0,1,177,2.7145980494382016,742.9013812823033,-1.4306010913298026,-0.06102397542016259,1,1,1,43,1.4274217439628079,197
0,1,173,7.936907586206897,596.5982205763821,-1.4700929404093157,-0.032584429058581034,1,1,1,45,1.0256166462561636,241
0,0,176,3.2842001412429376,525.711357488014,-1.4530862609027557,-0.04251186694047588,1,1,1,51,1.0281426797197442,244
0,0,177,0.22087656179775278,514.1055765632126,-1.495778794839622,0.01520938876206556,1,1,1,54,0.9687954173582151,247
0,1,161,-3.433459209876543,217.41008990639625,-1.3995810314278643,-0.0951258002999917,1,1,1,41,0.619437034854197,221
0,1,180,3.0945816270718236,277.8229699351285,-1.5086654722859205,-0.013380378368109713,1,1,1,58,0.7235222004563907,240
1,1,177,4.102328536312848,242.95367384825113,-1.4390862605150292,-0.11612296776401938,1,1,1,32,0.878514743172998,241
0,0,177,0.43415488202247166,258.6415198167186,-1.3704141178834812,-0.09826466302394218,1,1,1,51,0.5635761055855879,243
0,1,171,-3.592388377906977,279.82358937546593,-1.4711959279678872,0.040750745785960704,1,1,1,48,0.6327032710277548,239
0,1,184,1.7363352054054058,490.6889083525272,-1.4573953880218091,-0.04686660310161896,1,1,1,52,0.8772932490443873,254
0,0,175,6.039060977272727,507.51657504891625,-1.3201792493597662,-0.1472410003128665,1,1,1,52,0.9041118105460672,243
1,1,177,4.1472433463687155,628.0265481137714,-0.8749599126935248,-0.20645082895486064,1,1,1,1,10.047557932407452,229
0,1,184,1.4377709783783788,942.6989031052216,-1.4942722552801417,-0.022970885164095324,1,1,1,46,1.317367904393224,258
1,1,170,-7.196355608187135,680.4697576918915,-1.3265286513853707,0.10168248827783455,2,1,1,1,54.7094858949412,236
0,1,180,-0.5298504725274731,790.5372265744047,-1.4850829787355693,-0.03242480948942077,1,1,1,51,1.1998542810252675,252
1,1,177,-6.080523601123597,298.4678042177448,-0.36429658007764765,0.005443566561241729,1,1,1,1,6.7607476399542445,221
0,1,176,5.5312996573033715,420.1540447179883,-1.44367342631098,-0.032504446613381706,1,1,1,52,0.7566201279780084,230
0,1,175,1.494401017045455,271.8116871940872,-1.4919572667748207,-0.015243301351062733,1,1,1,50,0.7106335581868916,235
0,1,169,0.01544415882352928,236.54979389362956,-1.5192484455591122,-0.022740440911116884,1,1,1,50,0.6547871452329412,211
0,0,163,-3.377207070121951,123.33576515527496,-1.4473567245843497,-0.014694028258583515,1,1,1,45,0.4307514363012864,189
1,0,174,-0.16305293142857125,155.86363234359538,-1.3450473096809608,0.056870202027428735,2,2,2,2,4.691100890963178,206
0,1,169,2.4936633905882353,147.84626466487362,-1.2895263564033579,-0.10736314821395408,1,1,1,54,0.4977309343060323,191
1,1,177,4.434545005617978,191.2054151009082,0.36601572474535526,0.06503944414454076,2,2,1,1,43.30064134269119,197
0,1,177,-0.5142483426966292,227.6818654552747,-1.4939471522519356,-0.013183226324186361,1,1,1,56,0.5679105230513333,203
0,0,180,-1.539892966850829,224.31928477854885,-1.4614961163656401,-0.0003316723968343944,5,1,1,26,1.89440286060444,208
0,1,177,2.7725879550561805,240.1966662802726,-1.3626892964164463,-0.022253560774598505,8,1,1,30,6.121295225264182,207
1,0,171,4.567061761627908,333.70297398047484,-0.9776479575418944,-0.38304103375972426,2,2,1,16,16.371326049538254,233
0,1,182,-0.7178251793478264,554.2761809864479,-1.4902804586425398,0.032505570698156655,1,1,1,26,6.8354579461252065,254
0,0,158,-7.13331532375,415.86926727459706,-1.428764844401613,-0.021996962952301836,1,1,1,31,6.5070226676178695,220
0,1,182,-2.948054961748634,695.4670548444273,-1.4970650878269744,0.031121564509593157,1,1,1,30,2.7686765948400027,254
1,0,173,-1.4131884233128835,522.4997430351776,-1.0647934268799955,0.0879224909305077,3,2,1,2,15.544535328248685,333
0,0,180,8.081112889502764,724.7176029488674,-1.4511429404639438,-0.0512675626282202,1,1,1,47,1.1404303703911474,232
0,1,180,6.070373187845304,785.5700485497807,-1.5064694057741896,-0.031118329168805227,1,1,1,43,1.1905763739299686,252
0,1,168,-1.46027224852071,639.5613600594786,-1.477610249264654,-0.034505987362668133,1,1,1,48,1.198986310968835,232
0,1,177,-3.2549026573033712,618.3474954419585,-1.4847687582975975,-0.018956208191568392,1,1,1,54,1.0289784959613226,239
1,0,177,0.007275469273743221,455.48707218919924,-1.3084587667114065,-0.11843588414426719,2,1,1,2,27.533875121484993,241
0,0,175,5.233998823863636,322.0111709131686,-1.4329275322134478,-0.060108929816186436,1,1,1,51,0.6971624302669487,243
1,1,182,2.245421228260869,234.96903947457284,-1.0406986180660254,0.2775466582003151,3,2,1,3,6.513045969471967,228
0,1,175,-0.9255720852272731,258.1884844387609,-1.4676663734827204,-0.008557909149764101,1,1,1,54,0.6012835730111703,235
0,1,183,-1.7774205027027024,280.1069221222768,-1.4983242979589444,0.013380408315806641,1,1,1,56,0.5546739853157391,245
0,1,175,3.8626451525423726,346.284442996753,-1.4776581213307705,-0.0401971481031014,1,1,1,53,0.6930182033110661,241
1,1,172,7.562725064161851,462.9794950921422,-1.424832970269301,-0.08657990004098166,1,1,1,2,6.555814117509077,234
1,1,187,5.918951968085106,527.8737627488754,-0.7192408572686353,-0.3122210302439408,1,1,1,15,1.3338099666014123,237
1,1,168,-7.725837017647058,626.5967225050617,-1.394625692674274,0.04121126203786642,2,2,2,2,59.26274572510487,230
0,1,187,-1.7873968677248675,955.2887372362428,-1.4984840377640682,0.011683986901348408,1,1,1,54,1.336310354567177,261
1,1,184,-3.1995925459459467,570.4154650107846,-0.9197936100898905,-0.004480809194383191,2,2,2,1,16.594510109712626,246
0,1,183,8.497664262295082,729.7155659200727,-1.473038241964433,-0.053177867442986596,1,1,1,47,1.1153178833197375,257
0,0,191,3.9081686230366484,615.1222066032485,-1.482970649845534,-0.039196930514112154,1,1,1,54,1.0289688888334731,217
1,0,176,-2.9017051186440685,331.8119588356973,-1.4613426820998086,0.08573650260020169,1,1,1,17,1.768842460955348,176
0,1,184,-2.679946854594595,269.02261510643484,-1.4514986195572852,-0.028112103337927467,1,1,1,53,0.6315581173775427,184
1,1,178,-1.8588907351955308,189.71199550696278,-0.1270711579261512,-0.34172358428828964,2,2,2,1,34.92905438375689,178
0,1,175,2.254655454545455,132.21829161478354,-1.4683466904678575,-0.046962184418694555,1,1,1,55,0.46915592650422694,175
1,1,188,2.9166292857142855,148.3587791278804,-1.5048907687574027,-0.015425484720583197,1,1,1,40,0.47144959638737116,188
0,1,182,1.7306312109289619,162.94646171912083,-1.4864118800677986,0.013171721067093358,1,1,1,51,0.46696703173529946,182
0,1,188,1.7198987842105262,375.2356580922958,-1.4959901456171656,-0.03080505691829833,1,1,1,57,0.662295934558401,262
1,1,193,7.099345662051282,515.8319654250352,-1.296621580005969,-0.07004832027119251,2,1,1,1,55.801963398854994,257
0,1,187,2.3475870158730157,681.7550368199746,-1.3895988252309037,-0.10315641510349514,1,1,1,50,1.0005719994736748,255
1,1,188,-5.285984036507936,714.7917828834588,-1.2108317971295943,0.006799439855952289,3,3,1,2,23.485162729222456,252
0,0,201,-3.5120796534653462,960.5579001175123,-1.4924345316589196,0.0026231889746755896,1,1,1,56,1.183569773114418,281
1,1,198,-3.7624928400000006,422.728621893927,0.02114392572654955,-0.4343601175481851,1,1,1,1,9.941079498515572,236
0,1,205,7.768148739130435,721.9219050707173,-1.4117759282924864,-0.11260410112782922,1,1,1,53,0.9391332787495384,287
0,1,212,6.1637278244131455,540.6971020033051,-1.101374076591704,-0.34532683784315993,1,1,1,55,0.6586540202517835,266
1,1,196,0.19226841573604095,189.28624708554167,-0.6539800984488155,-0.4800756927215992,2,2,1,1,5.769793537903537,232
0,0,217,-0.25691426651376137,286.08843121257036,-1.433101406590903,-0.04008918255816568,1,1,1,67,0.49830985328689653,279
1,0,191,-4.559284135233161,89.31838685251097,-1.0864755103792187,-0.0802138211690207,1,1,1,20,0.8505806167758712,229
0,1,203,1.5210467681372553,127.80850266076104,-1.472738422659563,-0.061897740407077656,1,1,1,58,0.4017285033752698,225
1,1,216,2.2653388986175114,136.22748220699785,-1.4890603769227577,0.001947959348752676,2,1,1,26,0.6692201249068054,254
1,1,211,3.1641788221698115,115.82833516843631,-1.3783019472212503,-0.04453658804534107,2,1,1,2,1.8263762969371111,245
0,1,191,-2.8827177390625,100.48276671519308,-1.249816703731461,-0.15706749544711612,1,1,1,56,0.36283286195502956,227
0,1,219,-0.178189909090909,323.0651116779376,-1.4724232629654321,0.03726018481155999,1,1,1,64,0.5752136210578942,269
0,1,204,3.0785376780487805,355.82166798765223,-1.3811505408216471,-0.1238730113175911,1,1,1,65,0.6306483446270362,272
0,0,208,5.3377053732057425,539.283601874472,-1.3777008011508427,-0.05889430116192341,1,1,1,69,0.7636936924957077,274
0,1,199,0.44061775879396964,719.4354450084975,-1.4440643173689032,-0.04606163372764097,1,1,1,52,1.0829901983728076,239
0,1,216,-3.8975903917050694,779.3099452656107,-1.495204826092493,0.018298668343469805,1,1,1,66,1.0935445317644565,216
0,1,205,-7.2796496699029145,521.30737111929,-1.4054538536145937,-0.05401079576751249,1,1,1,56,0.8320981484636076,205
0,1,233,3.8069060470085474,876.3908379121284,-1.434099566533988,-0.07159581900659842,1,1,1,63,1.072620575031692,233
1,1,224,0.6156609288888891,551.4057331519369,-0.802509489673739,-0.5833269879792164,2,1,1,2,2.872093492536185,226
0,1,236,7.597927864978904,612.2274204437358,-0.8997267205414516,-0.46600227386902715,1,1,1,74,0.6455087343672059,236
1,1,256,3.0451587159533084,631.6685222811882,-1.2361360700664437,-0.08656072060494237,1,1,1,1,2.5180054409932406,256
1,1,209,-5.804209585714285,228.2839791436847,-1.009402508917129,-0.2659266425775473,2,2,2,2,34.101709244270936,209
0,1,236,-2.990639286919831,314.7665368487416,-1.458065315695133,0.004047994313286987,1,1,1,67,0.5392907317368544,236
1,1,231,2.2651312456896546,461.1319473863721,-1.3689970630968344,0.009416841401543554,2,2,1,1,3.4149932295820022,231
1,1,231,6.452190948275862,568.7374639473726,-1.4683520435058013,-0.03628927359794266,1,1,1,5,1.7728343702261138,231
0,0,219,-0.6086074954545458,624.5819898345727,-1.219070520189475,-0.22706347552969486,1,1,1,55,0.8062227468040918,219
0,1,222,-7.3871984484304924,734.3261582869615,-1.474828414686741,-0.0003539082299747805,1,1,1,57,0.9813063849373223,222
0,1,264,-3.578292388679245,916.6051643131991,-1.5047333240169407,0.02748871932380358,1,1,1,79,0.9442408807281892,264
1,1,220,-9.529907714932127,284.7326737856143,-0.7054197609054382,-0.6717362687782629,3,2,1,3,2.825806897474057,246
0,1,312,5.1277680000000005,484.9830632923755,-1.3553814667095845,-0.08642884131453453,1,1,1,98,0.4459515359457428,408
0,1,253,-3.4845312088627454,175.25812639142327,-0.5598356107346052,-0.9846450845881157,1,1,1,80,0.29998411059476726,351
0,1,289,6.450108189655171,144.46052885709105,-0.6482444627710868,-0.6914390510597762,1,1,1,86,0.3533589109292029,389
1,1,274,3.05826120192029,122.70443886641849,-1.148423196712418,-0.2313200103446754,2,2,1,4,1.1679150101048132,354
0,1,261,5.858064340839694,86.87656095722944,-1.4744492997948286,-0.011976711122582405,1,1,1,90,0.30903794043550303,333
1,1,250,-2.945135719163347,126.77944047642418,-0.5860973573117443,-0.5827093352463713,1,1,1,47,0.39878092428253265,322
0,1,285,-1.03234864125874,446.9133341182927,-1.4412015157941005,0.029737850336894224,1,1,1,91,0.5081391789614493,391
0,1,251,-10.241679411067194,270.5020866953005,-1.4580857786530799,-0.0475477001232448,1,1,1,75,0.48247186213029986,347
1,1,271,-5.743108445955882,541.6157780530191,-1.1543207035752325,0.18812306088469605,2,2,2,1,21.53502274057323,363
0,1,312,-6.2659872898089155,656.6076227491925,-1.511172645166707,0.042389930087155,1,1,1,87,0.5441088530779561,426
0,1,275,-22.06591628985507,258.78766076117796,-1.4863839637580176,0.03148230573434359,1,1,1,87,0.4262516150652973,381
1,0,436,11.864028664383559,802.8740718512358,-0.7456957262434587,-0.7366122331699375,2,2,2,1,6.628435717517675,604
0,1,326,16.48363319631902,510.41354917347513,-0.5887700711331805,-0.8030564378316458,1,1,1,89,0.4102770381211229,388
1,0,336,2.3911400483679532,371.99219782756853,-1.271877985968876,-0.15625580106793216,2,2,2,1,3.0151014473716238,336
0,1,328,6.432801428571429,181.0106665663588,-0.6693012066905557,-0.5799301018865811,1,1,1,91,0.27237375898865585,328
0,1,308,12.264492864077669,400.1933147686211,-0.9893204216410907,-0.3639221840895109,1,1,1,89,0.42311696633478846,308
0,1,309,7.711808558064516,585.2471200081188,-1.4881939134096538,-0.07321295661745733,1,1,1,86,0.5208496801227831,309
1,1,306,7.211528827361561,428.1396386441846,-1.1094116902123488,-0.21247699890124538,1,1,1,2,1.8698047814132488,306
0,0,330,7.201651991238671,484.3423872688507,-0.816055072169203,-0.5632270707893196,1,1,1,91,0.3839842064553466,372
1,0,460,4.138084288503253,401.2610751211787,-0.6325053763014936,-0.794795152994248,3,3,2,2,4.239989191808656,634
1,1,274,-5.346578342181818,89.61308728395817,-0.842751943833298,-0.8455014703426458,1,1,0,69,0.28994827111690286,378
1,1,359,-1.3641331194444446,219.0718178611049,-1.4266204612055897,-0.030396861997854123,2,1,1,32,0.5907294644040083,477
1,1,360,-2.1317302320441986,179.53251780808566,-1.2788943826388504,0.08437391447120833,2,2,2,3,2.758649891376353,466
1,1,330,-2.522479438670694,113.17326368979182,-0.9351172021378429,-0.4471626870008669,1,1,1,2,2.1223228756721864,438
1,1,306,5.07453661237785,177.46441813181525,1.2731496252625174,1.4718480086714258,1,1,1,2,15.72203046339035,342
0,1,386,3.865033665116278,804.4136695012787,-1.4347893965041054,0.013637383551062341,1,1,1,123,0.4812199761055782,536
1,1,359,-0.7372667083333327,411.83711392507024,-0.5857540253033919,-0.8021793183165031,2,2,1,1,11.158628515878954,499
1,0,513,8.138894506990292,694.208387931938,-0.7816365767105102,-0.5199306380923238,2,2,2,2,17.78686878545221,699
0,1,440,1.213794296380092,650.7066881385255,-1.1175481762292705,-0.3655591565358123,1,1,1,137,0.31728953379729813,616
0,1,425,7.195646134976525,274.06005932636924,-1.5082766435689812,0.10803021293694359,1,1,1,132,0.3095336575798809,589
1,1,371,-5.399599475806452,55.98374411792185,-1.5106559654891054,-0.12161090510767102,1,1,1,64,0.3967502534542017,507
1,1,363,7.484961594780218,283.4325463513682,-1.4645320966901656,0.017552029426723608,3,2,2,3,2.284553376819742,493
0,1,381,3.709433868766403,476.4353387261348,-1.2614454299605684,-0.19528586701244693,1,1,1,111,0.3765854672425123,443
1,0,347,-3.6857819085057484,285.7401886928538,0.20926343893302635,-0.32986126493126805,2,2,2,1,20.540132316660944,347
1,1,365,11.993602360655737,297.65700602667124,-0.7919961590675055,-0.7471344936134108,1,1,1,105,0.27613039282978885,365
0,0,316,-10.564048236277603,92.96345334476305,-1.3570052851924936,-0.06251570088262999,1,1,1,85,0.2819497901309936,316
1,1,387,-1.7437637487113407,192.07660675232268,-1.2551677674172041,-0.20063316891359687,1,1,1,31,0.5622952658732364,387
0,1,456,2.802405646608315,241.58065730344583,-1.331976453311043,-0.18744478761810374,1,1,1,134,0.2926866114225277,602
1,0,394,1.109155767088607,414.4284759679264,-1.4143061035898719,-0.0042027012267849915,1,1,1,10,1.1308548031365213,518
0,1,427,9.979503307658081,511.9773900325633,-1.3276585842539963,-0.1658965016622771,1,1,1,129,0.35849029793067294,595
0,1,281,-17.146484240282685,35.45021598283149,-0.6609700824723754,-0.8690961354483699,1,1,1,89,0.27605673434002814,393
1,1,391,-3.2345738512755093,197.76540497410633,-0.7957637475531518,-0.8117325925619457,1,2,2,2,10.906849047416248,533
0,1,443,16.091926896629214,612.7863896194258,-0.40794925943222715,-0.7743515936701689,1,1,1,136,0.37564557837939133,615
1,1,398,-1.3118091724999994,587.3722615325415,-1.3220762758443259,-0.05213935013443242,2,2,2,2,29.412185966634425,544
0,1,484,1.8665750265432108,263.67844945956324,-0.8110008888106943,-0.5788830432762109,1,1,1,143,0.3047002513102545,658
0,1,369,4.96364333027027,145.85835383448944,-1.3512030410779037,-0.08359017047261026,1,1,1,116,0.2561306616725934,459
0,1,353,-7.953226887005648,93.58227231315777,-1.1454005875205375,-0.23952552864421714,1,1,1,115,0.28855778102775076,471
0,0,685,5.635406951965065,406.8492818284688,-1.0062348529040273,-0.6072766097153643,1,1,1,211,0.3031804186866053,939
0,1,215,360852.8227272727,176318904862.9917,-1.143189212734125,0.6792455325622584,1,1,1,3,5882546570.577209,1093
0,1,250,311293.5942307692,191214068704.35287,-0.4778971165880179,1.0581193615064775,1,1,1,5,5947522849.443137,1262
0,0,191,324303.7282051282,151407658347.2744,-1.175040656181171,0.6962372892953356,1,1,1,1,6155141364.456842,965
0,1,227,334607.6369565218,215208385407.3153,-0.4392186993768332,1.052020045533675,1,1,1,2,8302045699.592443,1147
0,1,186,389298.4931578947,205786343138.80402,-1.1375442966787073,0.6900828737916543,1,1,1,2,8598431292.436481,936
0,0,210,345031.57627906976,194100733640.22482,-0.8604123370743944,0.8704003472354223,1,1,1,2,7357487491.095637,1050
0,1,210,403818.7609302325,243526474036.91592,-0.7975440295037042,0.8648557653835609,1,1,1,3,8984784362.449593,1050
0,0,245,311416.119,151447595880.23743,-0.7774550943978102,0.9325899750155426,1,1,1,1,4738258984.765893,1225
0,1,230,463948.5127659574,239607515530.59686,-0.9958764331165799,0.7228087380918325,1,1,1,2,6794092253.43571,1150
