anomaly,train,duration,mean,var,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff_var,gaps_squared
0,1,193,-3.7372765567010306e-06,8.166443576989557e-10,-1.4758693751638186,-0.01648479320844146,1,1,1,45,3.1669332527812304e-12,193
0,0,180,2.0111364640883993e-07,7.727336865109864e-10,-1.4546530767234753,-0.07037084188902597,1,1,1,39,2.504851863701707e-12,180
0,1,173,3.601382387931034e-06,5.119306924574624e-10,-1.0730512326690211,-0.34336411132624084,1,1,1,45,2.5160701738773417e-12,173
0,1,190,4.68003470157068e-06,4.4151578223804474e-10,-1.217343212252034,-0.19064202963958785,1,1,1,29,2.6514477129924967e-12,190
1,1,190,3.6320329267015706e-06,3.969025581867572e-10,-1.2363885717823313,-0.21326218063192928,2,1,1,16,4.264999474465775e-12,190
0,1,158,-4.3134840754716985e-06,9.74329108007339e-11,-1.3936797186758496,0.004302102627925181,2,1,1,28,2.0130440020890228e-12,158
1,1,194,2.892919692307692e-06,2.1281915687004408e-10,-1.3743775799641456,-0.06971694706498603,2,2,1,4,3.111372416656651e-12,194
1,1,192,2.5781327461139894e-06,2.5457916237267494e-10,-1.5101903294501007,-0.028232370272400886,1,1,1,27,1.3298934947435105e-12,192
0,0,184,3.0330285837837838e-06,2.7959955150217546e-10,-1.4817374727215182,-0.057013853409086955,1,1,1,51,6.821750112247423e-13,184
1,1,172,-4.602417971098265e-06,1.826959384450882e-10,-1.2990520296010797,-0.10252381309968885,2,2,1,1,4.238231915108686e-12,208
0,0,206,7.758007211538466e-07,6.311851535680608e-10,-1.4288886955001552,-0.03520664609585253,1,1,1,58,8.404117628554484e-13,288
0,0,185,2.298144392473119e-06,4.828665429025704e-10,-1.0283408368296691,-0.36938120144458325,1,1,1,54,7.461330539423792e-13,259
0,1,189,7.0171540421052645e-06,7.616527140263473e-10,-1.0739005137153346,-0.3149010869319039,1,1,1,58,1.0784858541917028e-12,265
0,0,195,3.7591720612244905e-06,9.645156750499034e-10,-1.495399910264106,-0.050040573236507874,1,1,1,54,1.2326429790891474e-12,273
0,1,178,-3.84912996111111e-06,6.640561139815299e-10,-1.4956430025912675,-0.003686754541002409,1,1,1,48,1.086661011723246e-12,248
0,1,183,-5.100298848648649e-06,5.188734516159004e-10,-1.416096102682555,-0.06422845657799196,1,1,1,53,8.803084129211662e-13,255
0,1,183,2.671946816216216e-06,4.927733588189809e-10,-1.4689595707856722,-0.05618367881342659,1,1,1,58,8.981383545909286e-13,253
0,1,170,3.182576854651162e-06,2.6726509355641103e-10,-1.0258049602082415,-0.4235697550629071,1,1,1,52,5.422247932519427e-13,234
1,1,182,2.8933920103825134e-06,1.7731739285995887e-10,-1.1040904271965803,-0.2735371710611026,1,1,1,44,5.436368282674421e-13,242
0,0,187,1.5482294946808513e-06,2.3533914099406087e-10,-1.4463689695446549,-0.012974506391385397,1,1,1,61,5.548524560768718e-13,197
0,1,162,-4.1057247484662585e-06,9.305489476574433e-11,-1.4643084778714672,-0.025162626291475542,1,1,1,48,3.9829594881921e-13,162
1,1,190,5.308426963350783e-07,2.1922667955327403e-10,-1.2258996184457776,0.10341480495376758,1,1,1,13,2.3301479842640575e-12,190
0,0,188,2.738583562962963e-06,2.4363128236749434e-10,-1.4228862421816684,-0.07848381111238391,1,1,1,54,6.157478321882545e-13,188
0,1,180,3.495366430939227e-06,2.5872416831627094e-10,-1.4225883367707646,-0.07730366543877959,1,1,1,31,3.1433002442956953e-12,180
0,1,180,-6.273053140331491e-06,2.109371866205068e-10,-1.3798790827668337,0.017900795626778872,11,1,1,31,5.328779836742249e-12,180
0,1,198,-1.0495236432160806e-06,5.339947695131566e-10,-1.3874609017024164,-0.10418896611294745,1,1,1,41,3.913336729971621e-12,202
0,1,182,1.7816113224043727e-06,4.034177597538902e-10,-0.8338558517755952,-0.44878871673732756,1,1,1,26,3.608294754294674e-12,182
1,1,177,6.674827876404496e-07,5.137744458321065e-10,0.4634700531724163,-0.8369032610276442,2,1,1,2,6.962235263410451e-11,177
1,0,192,2.7613645109890102e-06,8.387918034430806e-10,-1.4544127293462146,-0.13217863367008856,1,1,1,30,3.2987976919972282e-12,304
1,1,165,-7.583311739759037e-06,4.306874220481652e-10,-1.4463011708546298,0.02019903598823621,2,1,1,9,4.210050502464988e-12,165
0,1,184,6.311814000000076e-08,7.821093261316576e-10,-1.4898144084296108,-0.016411185042013953,1,1,1,47,1.477979682258526e-12,184
0,1,177,2.7145980494382026e-06,7.429013812823033e-10,-1.4306010913298026,-0.06102397542016246,1,1,1,43,1.427421743962808e-12,197
0,1,173,7.936907586206898e-06,5.965982205763822e-10,-1.4700929404093162,-0.032584429058581124,1,1,1,45,1.0256166462561637e-12,241
0,0,176,3.284200141242938e-06,5.25711357488014e-10,-1.4530862609027564,-0.04251186694047595,1,1,1,51,1.0281426797197442e-12,244
0,0,177,2.208765617977528e-07,5.141055765632126e-10,-1.4957787948396222,0.015209388762065353,1,1,1,54,9.687954173582148e-13,247
0,1,161,-3.433459209876543e-06,2.174100899063962e-10,-1.3995810314278638,-0.09512580029999125,1,1,1,41,6.194370348541968e-13,221
0,1,180,3.0945816270718224e-06,2.778229699351285e-10,-1.50866547228592,-0.013380378368109756,1,1,1,58,7.235222004563904e-13,240
1,1,177,4.10232853631285e-06,2.429536738482512e-10,-1.4390862605150303,-0.11612296776401954,1,1,1,32,8.785147431729979e-13,241
0,0,177,4.341548820224719e-07,2.586415198167186e-10,-1.3704141178834812,-0.09826466302394227,1,1,1,51,5.635761055855879e-13,243
0,1,171,-3.592388377906977e-06,2.7982358937546596e-10,-1.471195927967888,0.0407507457859605,1,1,1,48,6.32703271027755e-13,239
0,1,184,1.7363352054054053e-06,4.906889083525272e-10,-1.4573953880218093,-0.04686660310161884,1,1,1,52,8.772932490443871e-13,254
0,0,175,6.039060977272728e-06,5.075165750489161e-10,-1.3201792493597653,-0.14724100031286674,1,1,1,52,9.04111810546067e-13,243
1,1,177,4.147243346368715e-06,6.280265481137711e-10,-0.8749599126935235,-0.2064508289548608,1,1,1,1,1.0047557932407453e-11,229
0,1,184,1.437770978378378e-06,9.426989031052217e-10,-1.4942722552801424,-0.022970885164094842,1,1,1,46,1.3173679043932238e-12,258
1,1,170,-7.196355608187134e-06,6.804697576918915e-10,-1.3265286513853711,0.10168248827783448,2,1,1,1,5.470948589494119e-11,236
0,1,180,-5.298504725274738e-07,7.905372265744046e-10,-1.4850829787355693,-0.03242480948942064,1,1,1,51,1.1998542810252676e-12,252
1,1,177,-6.080523601123596e-06,2.9846780421774486e-10,-0.36429658007764854,0.005443566561241839,1,1,1,1,6.760747639954245e-12,221
0,1,176,5.531299657303371e-06,4.201540447179883e-10,-1.4436734263109798,-0.0325044466133817,1,1,1,52,7.566201279780083e-13,230
0,1,175,1.4944010170454544e-06,2.718116871940872e-10,-1.4919572667748202,-0.015243301351062576,1,1,1,50,7.106335581868915e-13,235
0,1,169,1.544415882352919e-08,2.3654979389362953e-10,-1.5192484455591122,-0.022740440911116752,1,1,1,50,6.547871452329411e-13,211
0,0,163,-3.3772070701219508e-06,1.2333576515527495e-10,-1.4473567245843493,-0.014694028258583673,1,1,1,45,4.307514363012865e-13,189
1,0,174,-1.6305293142857126e-07,1.5586363234359536e-10,-1.3450473096809599,0.056870202027428554,2,2,2,2,4.691100890963176e-12,206
0,1,169,2.4936633905882363e-06,1.478462646648736e-10,-1.2895263564033577,-0.10736314821395435,1,1,1,54,4.977309343060324e-13,191
1,1,177,4.434545005617978e-06,1.9120541510090828e-10,0.3660157247453517,0.06503944414454058,2,2,1,1,4.330064134269116e-11,197
0,1,177,-5.142483426966294e-07,2.2768186545527467e-10,-1.4939471522519352,-0.0131832263241863,1,1,1,56,5.679105230513337e-13,203
0,0,180,-1.5398929668508287e-06,2.2431928477854884e-10,-1.4614961163656404,-0.0003316723968342488,5,1,1,26,1.8944028606044394e-12,208
0,1,177,2.7725879550561803e-06,2.401966662802726e-10,-1.3626892964164465,-0.022253560774598214,8,1,1,30,6.121295225264183e-12,207
1,0,171,4.567061761627908e-06,3.3370297398047483e-10,-0.9776479575418944,-0.3830410337597241,2,2,1,16,1.6371326049538258e-11,233
0,1,182,-7.178251793478263e-07,5.542761809864478e-10,-1.4902804586425396,0.032505570698156544,1,1,1,26,6.835457946125205e-12,254
0,0,158,-7.13331532375e-06,4.1586926727459714e-10,-1.4287648444016139,-0.02199696295230182,1,1,1,31,6.5070226676178725e-12,220
0,1,182,-2.9480549617486337e-06,6.954670548444273e-10,-1.497065087826975,0.031121564509593167,1,1,1,30,2.768676594840002e-12,254
1,0,173,-1.4131884233128841e-06,5.224997430351776e-10,-1.064793426879995,0.08792249093050773,3,2,1,2,1.554453532824869e-11,333
0,0,180,8.081112889502762e-06,7.247176029488675e-10,-1.451142940463944,-0.051267562628220076,1,1,1,47,1.1404303703911472e-12,232
0,1,180,6.070373187845303e-06,7.855700485497806e-10,-1.5064694057741888,-0.031118329168805175,1,1,1,43,1.1905763739299693e-12,252
0,1,168,-1.46027224852071e-06,6.395613600594786e-10,-1.477610249264654,-0.03450598736266825,1,1,1,48,1.198986310968835e-12,232
0,1,177,-3.254902657303371e-06,6.183474954419584e-10,-1.484768758297597,-0.018956208191568638,1,1,1,54,1.0289784959613222e-12,239
1,0,177,7.275469273742831e-09,4.554870721891993e-10,-1.3084587667114072,-0.1184358841442671,2,1,1,2,2.7533875121484987e-11,241
0,0,175,5.233998823863636e-06,3.2201117091316857e-10,-1.4329275322134478,-0.06010892981618657,1,1,1,51,6.971624302669486e-13,243
1,1,182,2.2454212282608697e-06,2.349690394745728e-10,-1.0406986180660247,0.27754665820031527,3,2,1,3,6.513045969471966e-12,228
0,1,175,-9.255720852272725e-07,2.581884844387609e-10,-1.4676663734827202,-0.008557909149764136,1,1,1,54,6.012835730111704e-13,235
0,1,183,-1.7774205027027027e-06,2.8010692212227673e-10,-1.4983242979589437,0.013380408315806528,1,1,1,56,5.546739853157392e-13,245
0,1,175,3.862645152542373e-06,3.4628444299675304e-10,-1.4776581213307702,-0.04019714810310121,1,1,1,53,6.93018203311066e-13,241
1,1,172,7.562725064161849e-06,4.6297949509214214e-10,-1.4248329702693008,-0.0865799000409812,1,1,1,2,6.55581411750908e-12,234
1,1,187,5.918951968085106e-06,5.278737627488753e-10,-0.7192408572686344,-0.31222103024394093,1,1,1,15,1.3338099666014122e-12,237
1,1,168,-7.725837017647058e-06,6.265967225050616e-10,-1.3946256926742733,0.041211262037866445,2,2,2,2,5.92627457251049e-11,230
0,1,187,-1.7873968677248681e-06,9.552887372362428e-10,-1.4984840377640687,0.01168398690134881,1,1,1,54,1.3363103545671772e-12,261
1,1,184,-3.199592545945946e-06,5.704154650107845e-10,-0.91979361008989,-0.004480809194383345,2,2,2,1,1.6594510109712626e-11,246
0,1,183,8.497664262295082e-06,7.297155659200725e-10,-1.4730382419644317,-0.053177867442986554,1,1,1,47,1.1153178833197375e-12,257
0,0,191,3.908168623036649e-06,6.151222066032484e-10,-1.4829706498455342,-0.039196930514112,1,1,1,54,1.0289688888334733e-12,217
1,0,176,-2.9017051186440676e-06,3.318119588356973e-10,-1.4613426820998086,0.0857365026002015,1,1,1,17,1.7688424609553472e-12,176
0,1,184,-2.679946854594594e-06,2.690226151064348e-10,-1.4514986195572848,-0.028112103337927484,1,1,1,53,6.315581173775428e-13,184
1,1,178,-1.858890735195531e-06,1.8971199550696277e-10,-0.12707115792615076,-0.3417235842882896,2,2,2,1,3.492905438375689e-11,178
0,1,175,2.2546554545454547e-06,1.3221829161478352e-10,-1.468346690467857,-0.046962184418694375,1,1,1,55,4.691559265042268e-13,175
1,1,188,2.9166292857142864e-06,1.483587791278804e-10,-1.5048907687574025,-0.015425484720583377,1,1,1,40,4.71449596387371e-13,188
0,1,182,1.7306312109289621e-06,1.6294646171912082e-10,-1.4864118800677981,0.013171721067093236,1,1,1,51,4.669670317352995e-13,182
0,1,188,1.7198987842105265e-06,3.752356580922959e-10,-1.495990145617166,-0.030805056918298757,1,1,1,57,6.622959345584009e-13,262
1,1,193,7.0993456620512825e-06,5.158319654250351e-10,-1.2966215800059686,-0.07004832027119269,2,1,1,1,5.5801963398854994e-11,257
0,1,187,2.3475870158730163e-06,6.817550368199746e-10,-1.389598825230904,-0.10315641510349498,1,1,1,50,1.0005719994736748e-12,255
1,1,188,-5.285984036507937e-06,7.147917828834587e-10,-1.2108317971295934,0.006799439855952614,3,3,1,2,2.3485162729222453e-11,252
0,0,201,-3.5120796534653463e-06,9.605579001175124e-10,-1.4924345316589196,0.002623188974675278,1,1,1,56,1.1835697731144182e-12,281
1,1,198,-3.7624928399999994e-06,4.227286218939271e-10,0.021143925726547774,-0.4343601175481853,1,1,1,1,9.94107949851559e-12,236
0,1,205,7.768148739130436e-06,7.219219050707172e-10,-1.4117759282924864,-0.11260410112782929,1,1,1,53,9.391332787495384e-13,287
0,1,212,6.163727824413145e-06,5.406971020033051e-10,-1.1013740765917042,-0.34532683784316,1,1,1,55,6.586540202517837e-13,266
1,1,196,1.9226841573604054e-07,1.8928624708554165e-10,-0.6539800984488155,-0.48007569272159895,2,2,1,1,5.769793537903537e-12,232
0,0,217,-2.569142665137617e-07,2.8608843121257034e-10,-1.4331014065909031,-0.04008918255816541,1,1,1,67,4.983098532868963e-13,279
1,0,191,-4.5592841352331605e-06,8.931838685251098e-11,-1.0864755103792196,-0.08021382116902072,1,1,1,20,8.505806167758712e-13,229
0,1,203,1.5210467681372547e-06,1.2780850266076105e-10,-1.472738422659563,-0.06189774040707747,1,1,1,58,4.0172850337526973e-13,225
1,1,216,2.265338898617511e-06,1.3622748220699782e-10,-1.4890603769227575,0.0019479593487525964,2,1,1,26,6.692201249068052e-13,254
1,1,211,3.1641788221698116e-06,1.1582833516843627e-10,-1.3783019472212494,-0.044536588045341274,2,1,1,2,1.826376296937111e-12,245
0,1,191,-2.8827177390624996e-06,1.0048276671519308e-10,-1.2498167037314607,-0.1570674954471162,1,1,1,56,3.6283286195502956e-13,227
0,1,219,-1.781899090909097e-07,3.2306511167793756e-10,-1.4724232629654321,0.03726018481155959,1,1,1,64,5.752136210578944e-13,269
0,1,204,3.0785376780487797e-06,3.558216679876522e-10,-1.381150540821647,-0.12387301131759092,1,1,1,65,6.30648344627036e-13,272
0,0,208,5.3377053732057406e-06,5.392836018744721e-10,-1.3777008011508434,-0.058894301161923006,1,1,1,69,7.636936924957077e-13,274
0,1,199,4.406177587939705e-07,7.194354450084975e-10,-1.4440643173689034,-0.0460616337276411,1,1,1,52,1.0829901983728074e-12,239
0,1,216,-3.8975903917050695e-06,7.793099452656106e-10,-1.4952048260924922,0.01829866834346968,1,1,1,66,1.0935445317644567e-12,216
0,1,205,-7.279649669902911e-06,5.2130737111929e-10,-1.4054538536145942,-0.05401079576751274,1,1,1,56,8.320981484636078e-13,205
0,1,233,3.8069060470085474e-06,8.763908379121283e-10,-1.4340995665339882,-0.0715958190065987,1,1,1,63,1.0726205750316916e-12,233
1,1,224,6.156609288888878e-07,5.51405733151937e-10,-0.802509489673739,-0.5833269879792162,2,1,1,2,2.8720934925361855e-12,226
0,1,236,7.597927864978903e-06,6.122274204437359e-10,-0.899726720541453,-0.46600227386902665,1,1,1,74,6.455087343672056e-13,236
1,1,256,3.045158715953307e-06,6.316685222811881e-10,-1.2361360700664434,-0.08656072060494223,1,1,1,1,2.5180054409932406e-12,256
1,1,209,-5.804209585714285e-06,2.2828397914368475e-10,-1.0094025089171297,-0.26592664257754756,2,2,2,2,3.410170924427095e-11,209
0,1,236,-2.9906392869198306e-06,3.147665368487416e-10,-1.4580653156951324,0.004047994313287013,1,1,1,67,5.392907317368543e-13,236
1,1,231,2.2651312456896554e-06,4.6113194738637214e-10,-1.3689970630968353,0.009416841401543367,2,2,1,1,3.4149932295820034e-12,231
1,1,231,6.452190948275862e-06,5.687374639473726e-10,-1.468352043505801,-0.03628927359794256,1,1,1,5,1.7728343702261138e-12,231
0,0,219,-6.086074954545458e-07,6.245819898345727e-10,-1.2190705201894751,-0.2270634755296945,1,1,1,55,8.062227468040914e-13,219
0,1,222,-7.387198448430493e-06,7.343261582869616e-10,-1.4748284146867419,-0.0003539082299746216,1,1,1,57,9.813063849373223e-13,222
0,1,264,-3.578292388679245e-06,9.166051643131991e-10,-1.504733324016941,0.027488719323803697,1,1,1,79,9.442408807281891e-13,264
1,1,220,-9.529907714932126e-06,2.8473267378561426e-10,-0.7054197609054382,-0.6717362687782633,3,2,1,3,2.825806897474057e-12,246
0,1,312,5.1277679999999985e-06,4.849830632923755e-10,-1.3553814667095845,-0.08642884131453427,1,1,1,98,4.4595153594574304e-13,408
0,1,253,-3.4845312088627445e-06,1.7525812639142325e-10,-0.5598356107346052,-0.9846450845881158,1,1,1,80,2.999841105947673e-13,351
0,1,289,6.450108189655173e-06,1.4446052885709103e-10,-0.6482444627710864,-0.6914390510597769,1,1,1,86,3.5335891092920295e-13,389
1,1,274,3.0582612019202896e-06,1.2270443886641848e-10,-1.1484231967124185,-0.2313200103446751,2,2,1,4,1.167915010104813e-12,354
0,1,261,5.858064340839695e-06,8.687656095722944e-11,-1.4744492997948284,-0.011976711122582686,1,1,1,90,3.090379404355029e-13,333
1,1,250,-2.9451357191633474e-06,1.2677944047642417e-10,-0.5860973573117447,-0.582709335246371,1,1,1,47,3.987809242825326e-13,322
0,1,285,-1.0323486412587415e-06,4.469133341182928e-10,-1.441201515794101,0.02973785033689451,1,1,1,91,5.081391789614495e-13,391
0,1,251,-1.0241679411067191e-05,2.7050208669530044e-10,-1.458085778653079,-0.04754770012324536,1,1,1,75,4.824718621302999e-13,347
1,1,271,-5.743108445955883e-06,5.41615778053019e-10,-1.1543207035752319,0.18812306088469616,2,2,2,1,2.153502274057323e-11,363
0,1,312,-6.265987289808918e-06,6.566076227491925e-10,-1.5111726451667071,0.042389930087155296,1,1,1,87,5.441088530779559e-13,426
0,1,275,-2.206591628985507e-05,2.587876607611779e-10,-1.4863839637580174,0.0314823057343434,1,1,1,87,4.262516150652972e-13,381
1,0,436,1.1864028664383564e-05,8.028740718512357e-10,-0.7456957262434574,-0.7366122331699382,2,2,2,1,6.6284357175176755e-12,604
0,1,326,1.6483633196319018e-05,5.10413549173475e-10,-0.5887700711331796,-0.803056437831646,1,1,1,89,4.10277038121123e-13,388
1,0,336,2.3911400483679522e-06,3.719921978275686e-10,-1.2718779859688765,-0.1562558010679321,2,2,2,1,3.0151014473716235e-12,336
0,1,328,6.43280142857143e-06,1.8101066656635877e-10,-0.6693012066905544,-0.5799301018865818,1,1,1,91,2.7237375898865584e-13,328
0,1,308,1.2264492864077668e-05,4.0019331476862106e-10,-0.9893204216410902,-0.36392218408951094,1,1,1,89,4.2311696633478845e-13,308
0,1,309,7.711808558064515e-06,5.852471200081189e-10,-1.488193913409654,-0.07321295661745708,1,1,1,86,5.208496801227832e-13,309
1,1,306,7.2115288273615645e-06,4.2813963864418463e-10,-1.109411690212349,-0.2124769989012457,1,1,1,2,1.8698047814132475e-12,306
0,0,330,7.201651991238672e-06,4.843423872688506e-10,-0.8160550721692026,-0.56322707078932,1,1,1,91,3.8398420645534643e-13,372
1,0,460,4.138084288503254e-06,4.012610751211787e-10,-0.6325053763014936,-0.794795152994248,3,3,2,2,4.239989191808657e-12,634
1,1,274,-5.346578342181819e-06,8.961308728395817e-11,-0.842751943833298,-0.8455014703426457,1,1,0,69,2.8994827111690286e-13,378
1,1,359,-1.3641331194444443e-06,2.1907181786110485e-10,-1.426620461205589,-0.030396861997854147,2,1,1,32,5.907294644040083e-13,477
1,1,360,-2.131730232044199e-06,1.795325178080856e-10,-1.2788943826388497,0.08437391447120857,2,2,2,3,2.758649891376353e-12,466
1,1,330,-2.522479438670695e-06,1.1317326368979183e-10,-0.9351172021378429,-0.4471626870008666,1,1,1,2,2.1223228756721867e-12,438
1,1,306,5.07453661237785e-06,1.7746441813181524e-10,1.2731496252625174,1.4718480086714258,1,1,1,2,1.5722030463390354e-11,342
0,1,386,3.865033665116278e-06,8.044136695012789e-10,-1.4347893965041068,0.013637383551062388,1,1,1,123,4.812199761055778e-13,536
1,1,359,-7.372667083333335e-07,4.118371139250703e-10,-0.5857540253033928,-0.8021793183165029,2,2,1,1,1.1158628515878955e-11,499
